country,date,confirm,confirm_add,heal,dead
保加利亚,2.16,0,0,0,0
贝宁,2.16,0,0,0,0
比利时,2.16,1,0,0,0
冰岛,2.16,0,0,0,0
波黑,2.16,0,0,0,0
波兰,2.16,0,0,0,0
玻利维亚,2.16,0,0,0,0
伯利兹,2.16,0,0,0,0
博茨瓦纳,2.16,0,0,0,0
不丹,2.16,0,0,0,0
布基纳法索,2.16,0,0,0,0
布隆迪,2.16,0,0,0,0
赤道几内亚,2.16,0,0,0,0
丹麦,2.16,0,0,0,0
德国,2.16,16,0,1,0
东帝汶,2.16,0,0,0,0
多哥,2.16,0,0,0,0
多米尼加,2.16,0,0,0,0
多米尼克,2.16,0,0,0,0
俄罗斯,2.16,2,0,0,0
厄瓜多尔,2.16,0,0,0,0
厄立特里亚,2.16,0,0,0,0
法国,2.16,12,1,4,1
梵蒂冈,2.16,0,0,0,0
菲律宾,2.16,3,0,0,1
斐济,2.16,0,0,0,0
芬兰,2.16,1,0,1,0
佛得角,2.16,0,0,0,0
冈比亚,2.16,0,0,0,0
刚果,2.16,0,0,0,0
刚果民主共和国,2.16,0,0,0,0
哥伦比亚,2.16,0,0,0,0
哥斯达黎加,2.16,0,0,0,0
格林纳达,2.16,0,0,0,0
格鲁吉亚,2.16,0,0,0,0
古巴,2.16,0,0,0,0
圭亚那,2.16,0,0,0,0
哈萨克斯坦,2.16,0,0,0,0
海地,2.16,0,0,0,0
韩国,2.16,29,1,9,0
荷兰,2.16,0,0,0,0
黑山,2.16,0,0,0,0
洪都拉斯,2.16,0,0,0,0
吉布提,2.16,0,0,0,0
吉尔吉斯斯坦,2.16,0,0,0,0
几内亚,2.16,0,0,0,0
几内亚比绍,2.16,0,0,0,0
加拿大,2.16,8,0,1,0
加纳,2.16,0,0,0,0
加蓬,2.16,0,0,0,0
柬埔寨,2.16,1,0,0,0
捷克共和国,2.16,0,0,0,0
津巴布韦,2.16,0,0,0,0
喀麦隆,2.16,0,0,0,0
卡塔尔,2.16,0,0,0,0
科摩罗,2.16,0,0,0,0
科特迪瓦,2.16,0,0,0,0
科威特,2.16,0,0,0,0
克罗地亚,2.16,0,0,0,0
肯尼亚,2.16,0,0,0,0
拉脱维亚,2.16,0,0,0,0
老挝,2.16,0,0,0,0
黎巴嫩,2.16,0,0,0,0
立陶宛,2.16,0,0,0,0
利比里亚,2.16,0,0,0,0
利比亚,2.16,0,0,0,0
列支敦士登公国,2.16,0,0,0,0
卢森堡,2.16,0,0,0,0
卢旺达,2.16,0,0,0,0
罗马尼亚,2.16,0,0,0,0
马达加斯加,2.16,0,0,0,0
马尔代夫,2.16,0,0,0,0
马耳他,2.16,0,0,0,0
马拉维,2.16,0,0,0,0
马来西亚,2.16,22,1,7,0
马里,2.16,0,0,0,0
马其顿,2.16,0,0,0,0
毛里求斯,2.16,0,0,0,0
毛里塔尼亚,2.16,0,0,0,0
美国,2.16,15,0,3,0
蒙古,2.16,0,0,0,0
孟加拉,2.16,0,0,0,0
秘鲁,2.16,0,0,0,0
缅甸,2.16,0,0,0,0
摩尔多瓦,2.16,0,0,0,0
摩洛哥,2.16,0,0,0,0
摩纳哥,2.16,0,0,0,0
莫桑比克,2.16,0,0,0,0
墨西哥,2.16,0,0,0,0
纳米比亚,2.16,0,0,0,0
南非,2.16,0,0,0,0
尼泊尔,2.16,1,0,0,0
尼加拉瓜,2.16,0,0,0,0
尼日尔,2.16,0,0,0,0
尼日利亚,2.16,0,0,0,0
挪威,2.16,0,0,0,0
葡萄牙,2.16,0,0,0,0
日本,2.16,56,0,1,1
瑞典,2.16,1,0,0,0
瑞士,2.16,0,0,0,0
萨尔瓦多,2.16,0,0,0,0
塞尔维亚,2.16,0,0,0,0
塞拉利昂,2.16,0,0,0,0
塞内加尔,2.16,0,0,0,0
塞浦路斯,2.16,0,0,0,0
塞舌尔,2.16,0,0,0,0
沙特阿拉伯,2.16,0,0,0,0
圣基茨和尼维斯,2.16,0,0,0,0
圣卢西亚,2.16,0,0,0,0
圣马力诺,2.16,0,0,0,0
圣文森特和格林纳丁斯,2.16,0,0,0,0
斯里兰卡,2.16,1,0,1,0
斯洛伐克,2.16,0,0,0,0
斯洛文尼亚,2.16,0,0,0,0
斯威士兰,2.16,0,0,0,0
苏丹,2.16,0,0,0,0
苏里南,2.16,0,0,0,0
索马里,2.16,0,0,0,0
塔吉克斯坦,2.16,0,0,0,0
泰国,2.16,35,0,14,0
坦桑尼亚,2.16,0,0,0,0
特立尼达和多巴哥,2.16,0,0,0,0
突尼斯,2.16,0,0,0,0
土耳其,2.16,0,0,0,0
危地马拉,2.16,0,0,0,0
委内瑞拉,2.16,0,0,0,0
文莱,2.16,0,0,0,0
乌干达,2.16,0,0,0,0
乌克兰,2.16,0,0,0,0
乌拉圭,2.16,0,0,0,0
乌兹别克斯坦,2.16,0,0,0,0
西班牙,2.16,2,0,0,0
希腊,2.16,0,0,0,0
新加坡,2.16,72,5,18,0
新西兰,2.16,0,0,0,0
匈牙利,2.16,0,0,0,0
叙利亚,2.16,0,0,0,0
牙买加,2.16,0,0,0,0
亚美尼亚,2.16,0,0,0,0
也门,2.16,0,0,0,0
伊拉克,2.16,0,0,0,0
伊朗,2.16,0,0,0,0
以色列,2.16,0,0,0,0
意大利,2.16,3,0,0,0
印度,2.16,3,0,0,0
印度尼西亚,2.16,0,0,0,0
英国,2.16,9,0,8,0
约旦,2.16,0,0,0,0
越南,2.16,16,0,7,0
赞比亚,2.16,0,0,0,0
乍得,2.16,0,0,0,0
智利,2.16,0,0,0,0
中非,2.16,0,0,0,0
中国,2.16,70635,58010,10853,1772
阿尔巴尼亚,2.17,0,0,0,0
阿尔及利亚,2.17,0,0,0,0
阿富汗,2.17,0,0,0,0
阿根廷,2.17,0,0,0,0
阿联酋,2.17,9,1,4,0
阿曼,2.17,0,0,0,0
阿塞拜疆,2.17,0,0,0,0
埃及,2.17,0,0,0,0
埃塞俄比亚,2.17,0,0,0,0
爱尔兰,2.17,0,0,0,0
爱沙尼亚,2.17,0,0,0,0
安道尔,2.17,0,0,0,0
安哥拉,2.17,0,0,0,0
安提瓜和巴布达,2.17,0,0,0,0
奥地利,2.17,0,0,0,0
澳大利亚,2.17,15,0,5,0
巴巴多斯,2.17,0,0,0,0
巴布亚新几内亚,2.17,0,0,0,0
巴哈马,2.17,0,0,0,0
巴基斯坦,2.17,0,0,0,0
巴拉圭,2.17,0,0,0,0
巴勒斯坦,2.17,0,0,0,0
巴林,2.17,0,0,0,0
巴拿马,2.17,0,0,0,0
巴西,2.17,0,0,0,0
白俄罗斯,2.17,0,0,0,0
保加利亚,2.17,0,0,0,0
贝宁,2.17,0,0,0,0
比利时,2.17,1,0,0,0
冰岛,2.17,0,0,0,0
波黑,2.17,0,0,0,0
波兰,2.17,0,0,0,0
玻利维亚,2.17,0,0,0,0
伯利兹,2.17,0,0,0,0
博茨瓦纳,2.17,0,0,0,0
不丹,2.17,0,0,0,0
布基纳法索,2.17,0,0,0,0
布隆迪,2.17,0,0,0,0
赤道几内亚,2.17,0,0,0,0
丹麦,2.17,0,0,0,0
德国,2.17,16,0,1,0
东帝汶,2.17,0,0,0,0
多哥,2.17,0,0,0,0
多米尼加,2.17,0,0,0,0
多米尼克,2.17,0,0,0,0
俄罗斯,2.17,2,0,0,0
厄瓜多尔,2.17,0,0,0,0
厄立特里亚,2.17,0,0,0,0
法国,2.17,12,0,4,1
梵蒂冈,2.17,0,0,0,0
菲律宾,2.17,3,0,0,1
斐济,2.17,0,0,0,0
芬兰,2.17,1,0,1,0
佛得角,2.17,0,0,0,0
冈比亚,2.17,0,0,0,0
刚果,2.17,0,0,0,0
刚果民主共和国,2.17,0,0,0,0
哥伦比亚,2.17,0,0,0,0
哥斯达黎加,2.17,0,0,0,0
格林纳达,2.17,0,0,0,0
格鲁吉亚,2.17,0,0,0,0
古巴,2.17,0,0,0,0
圭亚那,2.17,0,0,0,0
哈萨克斯坦,2.17,0,0,0,0
海地,2.17,0,0,0,0
韩国,2.17,30,1,10,0
荷兰,2.17,0,0,0,0
黑山,2.17,0,0,0,0
洪都拉斯,2.17,0,0,0,0
吉布提,2.17,0,0,0,0
吉尔吉斯斯坦,2.17,0,0,0,0
几内亚,2.17,0,0,0,0
几内亚比绍,2.17,0,0,0,0
加拿大,2.17,8,0,1,0
加纳,2.17,0,0,0,0
加蓬,2.17,0,0,0,0
柬埔寨,2.17,1,0,0,0
捷克共和国,2.17,0,0,0,0
津巴布韦,2.17,0,0,0,0
喀麦隆,2.17,0,0,0,0
卡塔尔,2.17,0,0,0,0
科摩罗,2.17,0,0,0,0
科特迪瓦,2.17,0,0,0,0
科威特,2.17,0,0,0,0
克罗地亚,2.17,0,0,0,0
肯尼亚,2.17,0,0,0,0
拉脱维亚,2.17,0,0,0,0
老挝,2.17,0,0,0,0
黎巴嫩,2.17,0,0,0,0
立陶宛,2.17,0,0,0,0
利比里亚,2.17,0,0,0,0
利比亚,2.17,0,0,0,0
列支敦士登公国,2.17,0,0,0,0
卢森堡,2.17,0,0,0,0
卢旺达,2.17,0,0,0,0
罗马尼亚,2.17,0,0,0,0
马达加斯加,2.17,0,0,0,0
马尔代夫,2.17,0,0,0,0
马耳他,2.17,0,0,0,0
马拉维,2.17,0,0,0,0
马来西亚,2.17,22,0,9,0
马里,2.17,0,0,0,0
马其顿,2.17,0,0,0,0
毛里求斯,2.17,0,0,0,0
毛里塔尼亚,2.17,0,0,0,0
美国,2.17,15,0,3,0
蒙古,2.17,0,0,0,0
孟加拉,2.17,0,0,0,0
秘鲁,2.17,0,0,0,0
缅甸,2.17,0,0,0,0
摩尔多瓦,2.17,0,0,0,0
摩洛哥,2.17,0,0,0,0
摩纳哥,2.17,0,0,0,0
莫桑比克,2.17,0,0,0,0
墨西哥,2.17,0,0,0,0
纳米比亚,2.17,0,0,0,0
南非,2.17,0,0,0,0
尼泊尔,2.17,1,0,0,0
尼加拉瓜,2.17,0,0,0,0
尼日尔,2.17,0,0,0,0
尼日利亚,2.17,0,0,0,0
挪威,2.17,0,0,0,0
葡萄牙,2.17,0,0,0,0
日本,2.17,65,0,1,1
瑞典,2.17,1,0,0,0
瑞士,2.17,0,0,0,0
萨尔瓦多,2.17,0,0,0,0
塞尔维亚,2.17,0,0,0,0
塞拉利昂,2.17,0,0,0,0
塞内加尔,2.17,0,0,0,0
塞浦路斯,2.17,0,0,0,0
塞舌尔,2.17,0,0,0,0
沙特阿拉伯,2.17,0,0,0,0
圣基茨和尼维斯,2.17,0,0,0,0
圣卢西亚,2.17,0,0,0,0
圣马力诺,2.17,0,0,0,0
圣文森特和格林纳丁斯,2.17,0,0,0,0
斯里兰卡,2.17,1,0,1,0
斯洛伐克,2.17,0,0,0,0
斯洛文尼亚,2.17,0,0,0,0
斯威士兰,2.17,0,0,0,0
苏丹,2.17,0,0,0,0
苏里南,2.17,0,0,0,0
索马里,2.17,0,0,0,0
塔吉克斯坦,2.17,0,0,0,0
泰国,2.17,35,0,14,0
坦桑尼亚,2.17,0,0,0,0
特立尼达和多巴哥,2.17,0,0,0,0
突尼斯,2.17,0,0,0,0
土耳其,2.17,0,0,0,0
危地马拉,2.17,0,0,0,0
委内瑞拉,2.17,0,0,0,0
文莱,2.17,0,0,0,0
乌干达,2.17,0,0,0,0
乌克兰,2.17,0,0,0,0
乌拉圭,2.17,0,0,0,0
乌兹别克斯坦,2.17,0,0,0,0
西班牙,2.17,2,0,0,0
希腊,2.17,0,0,0,0
新加坡,2.17,75,3,19,0
新西兰,2.17,0,0,0,0
匈牙利,2.17,0,0,0,0
叙利亚,2.17,0,0,0,0
牙买加,2.17,0,0,0,0
亚美尼亚,2.17,0,0,0,0
也门,2.17,0,0,0,0
伊拉克,2.17,0,0,0,0
伊朗,2.17,0,0,0,0
以色列,2.17,0,0,0,0
意大利,2.17,3,0,0,0
印度,2.17,3,0,0,0
印度尼西亚,2.17,0,0,0,0
英国,2.17,9,0,8,0
约旦,2.17,0,0,0,0
越南,2.17,16,0,7,0
赞比亚,2.17,0,0,0,0
乍得,2.17,0,0,0,0
智利,2.17,0,0,0,0
中非,2.17,0,0,0,0
中国,2.17,72528,58097,12561,1870
阿尔巴尼亚,2.18,0,0,0,0
阿尔及利亚,2.18,0,0,0,0
阿富汗,2.18,0,0,0,0
阿根廷,2.18,0,0,0,0
阿联酋,2.18,9,0,4,0
阿曼,2.18,0,0,0,0
阿塞拜疆,2.18,0,0,0,0
埃及,2.18,0,0,0,0
埃塞俄比亚,2.18,0,0,0,0
爱尔兰,2.18,0,0,0,0
爱沙尼亚,2.18,0,0,0,0
安道尔,2.18,0,0,0,0
安哥拉,2.18,0,0,0,0
安提瓜和巴布达,2.18,0,0,0,0
奥地利,2.18,0,0,0,0
澳大利亚,2.18,15,0,5,0
巴巴多斯,2.18,0,0,0,0
巴布亚新几内亚,2.18,0,0,0,0
巴哈马,2.18,0,0,0,0
巴基斯坦,2.18,0,0,0,0
巴拉圭,2.18,0,0,0,0
巴勒斯坦,2.18,0,0,0,0
巴林,2.18,0,0,0,0
巴拿马,2.18,0,0,0,0
巴西,2.18,0,0,0,0
白俄罗斯,2.18,0,0,0,0
保加利亚,2.18,0,0,0,0
贝宁,2.18,0,0,0,0
比利时,2.18,1,0,1,0
冰岛,2.18,0,0,0,0
波黑,2.18,0,0,0,0
波兰,2.18,0,0,0,0
玻利维亚,2.18,0,0,0,0
伯利兹,2.18,0,0,0,0
博茨瓦纳,2.18,0,0,0,0
不丹,2.18,0,0,0,0
布基纳法索,2.18,0,0,0,0
布隆迪,2.18,0,0,0,0
赤道几内亚,2.18,0,0,0,0
丹麦,2.18,0,0,0,0
德国,2.18,16,0,7,0
东帝汶,2.18,0,0,0,0
多哥,2.18,0,0,0,0
多米尼加,2.18,0,0,0,0
多米尼克,2.18,0,0,0,0
俄罗斯,2.18,2,0,2,0
厄瓜多尔,2.18,0,0,0,0
厄立特里亚,2.18,0,0,0,0
法国,2.18,12,0,4,1
梵蒂冈,2.18,0,0,0,0
菲律宾,2.18,3,0,1,1
斐济,2.18,0,0,0,0
芬兰,2.18,1,0,1,0
佛得角,2.18,0,0,0,0
冈比亚,2.18,0,0,0,0
刚果,2.18,0,0,0,0
刚果民主共和国,2.18,0,0,0,0
哥伦比亚,2.18,0,0,0,0
哥斯达黎加,2.18,0,0,0,0
格林纳达,2.18,0,0,0,0
格鲁吉亚,2.18,0,0,0,0
古巴,2.18,0,0,0,0
圭亚那,2.18,0,0,0,0
哈萨克斯坦,2.18,0,0,0,0
海地,2.18,0,0,0,0
韩国,2.18,31,1,10,0
荷兰,2.18,0,0,0,0
黑山,2.18,0,0,0,0
洪都拉斯,2.18,0,0,0,0
吉布提,2.18,0,0,0,0
吉尔吉斯斯坦,2.18,0,0,0,0
几内亚,2.18,0,0,0,0
几内亚比绍,2.18,0,0,0,0
加拿大,2.18,8,0,1,0
加纳,2.18,0,0,0,0
加蓬,2.18,0,0,0,0
柬埔寨,2.18,1,0,1,0
捷克共和国,2.18,0,0,0,0
津巴布韦,2.18,0,0,0,0
喀麦隆,2.18,0,0,0,0
卡塔尔,2.18,0,0,0,0
科摩罗,2.18,0,0,0,0
科特迪瓦,2.18,0,0,0,0
科威特,2.18,0,0,0,0
克罗地亚,2.18,0,0,0,0
肯尼亚,2.18,0,0,0,0
拉脱维亚,2.18,0,0,0,0
老挝,2.18,0,0,0,0
黎巴嫩,2.18,0,0,0,0
立陶宛,2.18,0,0,0,0
利比里亚,2.18,0,0,0,0
利比亚,2.18,0,0,0,0
列支敦士登公国,2.18,0,0,0,0
卢森堡,2.18,0,0,0,0
卢旺达,2.18,0,0,0,0
罗马尼亚,2.18,0,0,0,0
马达加斯加,2.18,0,0,0,0
马尔代夫,2.18,0,0,0,0
马耳他,2.18,0,0,0,0
马拉维,2.18,0,0,0,0
马来西亚,2.18,22,0,9,0
马里,2.18,0,0,0,0
马其顿,2.18,0,0,0,0
毛里求斯,2.18,0,0,0,0
毛里塔尼亚,2.18,0,0,0,0
美国,2.18,15,0,3,0
蒙古,2.18,0,0,0,0
孟加拉,2.18,0,0,0,0
秘鲁,2.18,0,0,0,0
缅甸,2.18,0,0,0,0
摩尔多瓦,2.18,0,0,0,0
摩洛哥,2.18,0,0,0,0
摩纳哥,2.18,0,0,0,0
莫桑比克,2.18,0,0,0,0
墨西哥,2.18,0,0,0,0
纳米比亚,2.18,0,0,0,0
南非,2.18,0,0,0,0
尼泊尔,2.18,1,0,1,0
尼加拉瓜,2.18,0,0,0,0
尼日尔,2.18,0,0,0,0
尼日利亚,2.18,0,0,0,0
挪威,2.18,0,0,0,0
葡萄牙,2.18,0,0,0,0
日本,2.18,74,9,1,1
瑞典,2.18,1,0,0,0
瑞士,2.18,0,0,0,0
萨尔瓦多,2.18,0,0,0,0
塞尔维亚,2.18,0,0,0,0
塞拉利昂,2.18,0,0,0,0
塞内加尔,2.18,0,0,0,0
塞浦路斯,2.18,0,0,0,0
塞舌尔,2.18,0,0,0,0
沙特阿拉伯,2.18,0,0,0,0
圣基茨和尼维斯,2.18,0,0,0,0
圣卢西亚,2.18,0,0,0,0
圣马力诺,2.18,0,0,0,0
圣文森特和格林纳丁斯,2.18,0,0,0,0
斯里兰卡,2.18,1,0,1,0
斯洛伐克,2.18,0,0,0,0
斯洛文尼亚,2.18,0,0,0,0
斯威士兰,2.18,0,0,0,0
苏丹,2.18,0,0,0,0
苏里南,2.18,0,0,0,0
索马里,2.18,0,0,0,0
塔吉克斯坦,2.18,0,0,0,0
泰国,2.18,35,0,15,0
坦桑尼亚,2.18,0,0,0,0
特立尼达和多巴哥,2.18,0,0,0,0
突尼斯,2.18,0,0,0,0
土耳其,2.18,0,0,0,0
危地马拉,2.18,0,0,0,0
委内瑞拉,2.18,0,0,0,0
文莱,2.18,0,0,0,0
乌干达,2.18,0,0,0,0
乌克兰,2.18,0,0,0,0
乌拉圭,2.18,0,0,0,0
乌兹别克斯坦,2.18,0,0,0,0
西班牙,2.18,2,0,0,0
希腊,2.18,0,0,0,0
新加坡,2.18,81,6,29,0
新西兰,2.18,0,0,0,0
匈牙利,2.18,0,0,0,0
叙利亚,2.18,0,0,0,0
牙买加,2.18,0,0,0,0
亚美尼亚,2.18,0,0,0,0
也门,2.18,0,0,0,0
伊拉克,2.18,0,0,0,0
伊朗,2.18,0,0,0,0
以色列,2.18,0,0,0,0
意大利,2.18,3,0,0,0
印度,2.18,3,0,3,0
印度尼西亚,2.18,0,0,0,0
英国,2.18,9,0,8,0
约旦,2.18,0,0,0,0
越南,2.18,16,0,7,0
赞比亚,2.18,0,0,0,0
乍得,2.18,0,0,0,0
智利,2.18,0,0,0,0
中非,2.18,0,0,0,0
中国,2.18,74279,57886,14387,2006
阿尔巴尼亚,2.19,0,0,0,0
阿尔及利亚,2.19,0,0,0,0
阿富汗,2.19,0,0,0,0
阿根廷,2.19,0,0,0,0
阿联酋,2.19,9,0,4,0
阿曼,2.19,0,0,0,0
阿塞拜疆,2.19,0,0,0,0
埃及,2.19,0,0,0,0
埃塞俄比亚,2.19,0,0,0,0
爱尔兰,2.19,0,0,0,0
爱沙尼亚,2.19,0,0,0,0
安道尔,2.19,0,0,0,0
安哥拉,2.19,0,0,0,0
安提瓜和巴布达,2.19,0,0,0,0
奥地利,2.19,0,0,0,0
澳大利亚,2.19,15,0,5,0
巴巴多斯,2.19,0,0,0,0
巴布亚新几内亚,2.19,0,0,0,0
巴哈马,2.19,0,0,0,0
巴基斯坦,2.19,0,0,0,0
巴拉圭,2.19,0,0,0,0
巴勒斯坦,2.19,0,0,0,0
巴林,2.19,0,0,0,0
巴拿马,2.19,0,0,0,0
巴西,2.19,0,0,0,0
白俄罗斯,2.19,0,0,0,0
保加利亚,2.19,0,0,0,0
贝宁,2.19,0,0,0,0
比利时,2.19,1,0,1,0
冰岛,2.19,0,0,0,0
波黑,2.19,0,0,0,0
波兰,2.19,0,0,0,0
玻利维亚,2.19,0,0,0,0
伯利兹,2.19,0,0,0,0
博茨瓦纳,2.19,0,0,0,0
不丹,2.19,0,0,0,0
布基纳法索,2.19,0,0,0,0
布隆迪,2.19,0,0,0,0
赤道几内亚,2.19,0,0,0,0
丹麦,2.19,0,0,0,0
德国,2.19,16,0,7,0
东帝汶,2.19,0,0,0,0
多哥,2.19,0,0,0,0
多米尼加,2.19,0,0,0,0
多米尼克,2.19,0,0,0,0
俄罗斯,2.19,2,0,2,0
厄瓜多尔,2.19,0,0,0,0
厄立特里亚,2.19,0,0,0,0
法国,2.19,12,0,4,1
梵蒂冈,2.19,0,0,0,0
菲律宾,2.19,3,0,1,1
斐济,2.19,0,0,0,0
芬兰,2.19,1,0,1,0
佛得角,2.19,0,0,0,0
冈比亚,2.19,0,0,0,0
刚果,2.19,0,0,0,0
刚果民主共和国,2.19,0,0,0,0
哥伦比亚,2.19,0,0,0,0
哥斯达黎加,2.19,0,0,0,0
格林纳达,2.19,0,0,0,0
格鲁吉亚,2.19,0,0,0,0
古巴,2.19,0,0,0,0
圭亚那,2.19,0,0,0,0
哈萨克斯坦,2.19,0,0,0,0
海地,2.19,0,0,0,0
韩国,2.19,51,20,12,0
荷兰,2.19,0,0,0,0
黑山,2.19,0,0,0,0
洪都拉斯,2.19,0,0,0,0
吉布提,2.19,0,0,0,0
吉尔吉斯斯坦,2.19,0,0,0,0
几内亚,2.19,0,0,0,0
几内亚比绍,2.19,0,0,0,0
加拿大,2.19,8,0,1,0
加纳,2.19,0,0,0,0
加蓬,2.19,0,0,0,0
柬埔寨,2.19,1,0,1,0
捷克共和国,2.19,0,0,0,0
津巴布韦,2.19,0,0,0,0
喀麦隆,2.19,0,0,0,0
卡塔尔,2.19,0,0,0,0
科摩罗,2.19,0,0,0,0
科特迪瓦,2.19,0,0,0,0
科威特,2.19,0,0,0,0
克罗地亚,2.19,0,0,0,0
肯尼亚,2.19,0,0,0,0
拉脱维亚,2.19,0,0,0,0
老挝,2.19,0,0,0,0
黎巴嫩,2.19,0,0,0,0
立陶宛,2.19,0,0,0,0
利比里亚,2.19,0,0,0,0
利比亚,2.19,0,0,0,0
列支敦士登公国,2.19,0,0,0,0
卢森堡,2.19,0,0,0,0
卢旺达,2.19,0,0,0,0
罗马尼亚,2.19,0,0,0,0
马达加斯加,2.19,0,0,0,0
马尔代夫,2.19,0,0,0,0
马耳他,2.19,0,0,0,0
马拉维,2.19,0,0,0,0
马来西亚,2.19,22,0,15,0
马里,2.19,0,0,0,0
马其顿,2.19,0,0,0,0
毛里求斯,2.19,0,0,0,0
毛里塔尼亚,2.19,0,0,0,0
美国,2.19,15,0,3,0
蒙古,2.19,0,0,0,0
孟加拉,2.19,0,0,0,0
秘鲁,2.19,0,0,0,0
缅甸,2.19,0,0,0,0
摩尔多瓦,2.19,0,0,0,0
摩洛哥,2.19,0,0,0,0
摩纳哥,2.19,0,0,0,0
莫桑比克,2.19,0,0,0,0
墨西哥,2.19,0,0,0,0
纳米比亚,2.19,0,0,0,0
南非,2.19,0,0,0,0
尼泊尔,2.19,1,0,1,0
尼加拉瓜,2.19,0,0,0,0
尼日尔,2.19,0,0,0,0
尼日利亚,2.19,0,0,0,0
挪威,2.19,0,0,0,0
葡萄牙,2.19,0,0,0,0
日本,2.19,84,0,1,1
瑞典,2.19,1,0,0,0
瑞士,2.19,0,0,0,0
萨尔瓦多,2.19,0,0,0,0
塞尔维亚,2.19,0,0,0,0
塞拉利昂,2.19,0,0,0,0
塞内加尔,2.19,0,0,0,0
塞浦路斯,2.19,0,0,0,0
塞舌尔,2.19,0,0,0,0
沙特阿拉伯,2.19,0,0,0,0
圣基茨和尼维斯,2.19,0,0,0,0
圣卢西亚,2.19,0,0,0,0
圣马力诺,2.19,0,0,0,0
圣文森特和格林纳丁斯,2.19,0,0,0,0
斯里兰卡,2.19,1,0,1,0
斯洛伐克,2.19,0,0,0,0
斯洛文尼亚,2.19,0,0,0,0
斯威士兰,2.19,0,0,0,0
苏丹,2.19,0,0,0,0
苏里南,2.19,0,0,0,0
索马里,2.19,0,0,0,0
塔吉克斯坦,2.19,0,0,0,0
泰国,2.19,35,0,15,0
坦桑尼亚,2.19,0,0,0,0
特立尼达和多巴哥,2.19,0,0,0,0
突尼斯,2.19,0,0,0,0
土耳其,2.19,0,0,0,0
危地马拉,2.19,0,0,0,0
委内瑞拉,2.19,0,0,0,0
文莱,2.19,0,0,0,0
乌干达,2.19,0,0,0,0
乌克兰,2.19,0,0,0,0
乌拉圭,2.19,0,0,0,0
乌兹别克斯坦,2.19,0,0,0,0
西班牙,2.19,2,0,0,0
希腊,2.19,0,0,0,0
新加坡,2.19,84,3,34,0
新西兰,2.19,0,0,0,0
匈牙利,2.19,0,0,0,0
叙利亚,2.19,0,0,0,0
牙买加,2.19,0,0,0,0
亚美尼亚,2.19,0,0,0,0
也门,2.19,0,0,0,0
伊拉克,2.19,0,0,0,0
伊朗,2.19,2,2,0,0
以色列,2.19,0,0,0,0
意大利,2.19,3,0,0,0
印度,2.19,3,0,3,0
印度尼西亚,2.19,0,0,0,0
英国,2.19,9,0,8,0
约旦,2.19,0,0,0,0
越南,2.19,16,0,7,0
赞比亚,2.19,0,0,0,0
乍得,2.19,0,0,0,0
智利,2.19,0,0,0,0
中非,2.19,0,0,0,0
中国,2.19,75002,56386,16157,2121
阿尔巴尼亚,2.2,0,0,0,0
阿尔及利亚,2.2,0,0,0,0
阿富汗,2.2,0,0,0,0
阿根廷,2.2,0,0,0,0
阿联酋,2.2,9,0,4,0
阿曼,2.2,0,0,0,0
阿塞拜疆,2.2,0,0,0,0
埃及,2.2,0,0,0,0
埃塞俄比亚,2.2,0,0,0,0
爱尔兰,2.2,0,0,0,0
爱沙尼亚,2.2,0,0,0,0
安道尔,2.2,0,0,0,0
安哥拉,2.2,0,0,0,0
安提瓜和巴布达,2.2,0,0,0,0
奥地利,2.2,0,0,0,0
澳大利亚,2.2,15,0,5,0
巴巴多斯,2.2,0,0,0,0
巴布亚新几内亚,2.2,0,0,0,0
巴哈马,2.2,0,0,0,0
巴基斯坦,2.2,0,0,0,0
巴拉圭,2.2,0,0,0,0
巴勒斯坦,2.2,0,0,0,0
巴林,2.2,0,0,0,0
巴拿马,2.2,0,0,0,0
巴西,2.2,0,0,0,0
白俄罗斯,2.2,0,0,0,0
保加利亚,2.2,0,0,0,0
贝宁,2.2,0,0,0,0
比利时,2.2,1,0,1,0
冰岛,2.2,0,0,0,0
波黑,2.2,0,0,0,0
波兰,2.2,0,0,0,0
玻利维亚,2.2,0,0,0,0
伯利兹,2.2,0,0,0,0
博茨瓦纳,2.2,0,0,0,0
不丹,2.2,0,0,0,0
布基纳法索,2.2,0,0,0,0
布隆迪,2.2,0,0,0,0
赤道几内亚,2.2,0,0,0,0
丹麦,2.2,0,0,0,0
德国,2.2,16,0,7,0
东帝汶,2.2,0,0,0,0
多哥,2.2,0,0,0,0
多米尼加,2.2,0,0,0,0
多米尼克,2.2,0,0,0,0
俄罗斯,2.2,2,0,2,0
厄瓜多尔,2.2,0,0,0,0
厄立特里亚,2.2,0,0,0,0
法国,2.2,12,0,4,1
梵蒂冈,2.2,0,0,0,0
菲律宾,2.2,3,0,1,1
斐济,2.2,0,0,0,0
芬兰,2.2,1,0,1,0
佛得角,2.2,0,0,0,0
冈比亚,2.2,0,0,0,0
刚果,2.2,0,0,0,0
刚果民主共和国,2.2,0,0,0,0
哥伦比亚,2.2,0,0,0,0
哥斯达黎加,2.2,0,0,0,0
格林纳达,2.2,0,0,0,0
格鲁吉亚,2.2,0,0,0,0
古巴,2.2,0,0,0,0
圭亚那,2.2,0,0,0,0
哈萨克斯坦,2.2,0,0,0,0
海地,2.2,0,0,0,0
韩国,2.2,104,53,12,1
荷兰,2.2,0,0,0,0
